,ClauseID,Doc,SentID,SentForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim,AgPres,,,,,,,,,,,
51,52,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.",V,wearing,wear,VBG,Ger,Tenseless,Simple,Act,2,6.61E-05,/,/,/,/,by gunmen,/,/,gunmen,1.95E-06,indef,Plur,3,human,full,3,NNS,35,Iraqi army uniforms,0,/,7.08E-06,uniforms,indef,Plur,3,conc,8,NNS,full,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
52,53,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",N,clan,clan,NN,/,Tenseless,Simple,Act,1,1.05E-05,/,/,/,/,This,/,/,This,0.00631,indef,Sing,3,/,det,1,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
53,54,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",V,accused,accuse,VBN,Part,Pres,Perf,Act,2,3.39E-05,/,/,have,/,some Sunni observers,/,/,observers,8.51E-06,indef,Plur,3,human,full,6,NNS,13,Shiite elements in the government,0,/,6.03E-05,elements,indef,Plur,3,loc,10,NNS,full,17,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
54,55,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",N,assassination,assassination,NN,/,Tenseless,Simple,Act,5,7.24E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
55,56,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",N,work,work,NN,/,Tenseless,Simple,Act,1,0.000891,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
56,57,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",V,punishing,punish,VBG,Ger,Tenseless,Simple,Act,3,3.16E-06,/,/,/,/,of Sunni Arab guerrillas,/,/,guerrillas,1.66E-06,indef,Plur,3,human,full,8,NNS,36,the Batawi leaders for cooperating with the Dec. 15 elections,0,/,0,Batawi,def,Sing,3,/,17,NNP,proper,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
57,58,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",V,cooperating,cooperate,VBG,Ger,Tenseless,Simple,Act,5,2.45E-06,/,/,/,/,the Batawi leaders,/,/,Batawi,0,def,Sing,3,/,proper,6,NNP,39,/,0,/,/,/,/,/,/,/,/,/,/,/,with the Dec. 15 elections,with,elections,5.89E-05,def,Plur,3,nonconc,6,NNS,full,47,/,/,,,,,,,,,,,,,,,,,
58,59,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,V,denied,deny,VBD,Fin,Past,Simple,Act,2,2.45E-05,/,/,/,/,The Iraqi High Electoral Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,12,NNP,9,a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,0,/,4.90E-05,request,indef,Sing,3,nonconc,67,NN,full,14,on Friday,on,Friday,9.55E-05,def,Sing,3,/,3,NNP,proper,11,/,/,,,,,,,,,,,,,,,,,
59,60,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,V,exclude,exclude,VB,Inf,Tenseless,Simple,Act,2,6.03E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,51 individuals,0,/,6.76E-05,individuals,indef,Plur,3,human,4,NNS,full,22,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Iraqi High Electoral Commission,def,Sing,3,org,,,,,,,,,,,,
60,61,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,V,running,run,VBG,Ger,Tenseless,Simple,Act,2,0.000151,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,on party lists in the Dec. 15 elections,on,lists,2.51E-05,indef,Plur,3,nonconc,10,NNS,full,27,/,/,,,,,,,,,,,,,,,,,
61,62,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,A,involved,involved,JJ,/,Tenseless,Perf,Act,2,0.000138,/,/,having,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
62,63,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,V,warrant,warrant,VB,Inf,Tenseless,Simple,Act,2,1.66E-05,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
63,64,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,V,excluded,exclude,VBN,Part,Tenseless,Prog,Pass,3,1.02E-05,/,/,being,be,their,/,/,their,0.00219,indef,Plur,3,/,NMN!,1,PRP$,45,/,0,/,/,/,/,/,/,/,/,/,/,/,from civil office,from,office,0.000234,indef,Sing,3,org,5,NN,full,50,/,/,,,,,,,,,,,,,,,,,
64,65,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,V,said,say,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,The Commission,/,/,Commission,8.91E-05,def,Sing,3,org,full,4,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
65,66,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,V,had,have,VBD,Fin,Past,Simple,Act,1,0.00219,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,4,no legal grounds for such an exclusion,0,/,3.16E-05,grounds,indef,Plur,3,loc,10,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
66,67,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,N,one,one,NN,/,Tenseless,Simple,Act,1,0.00302,/,/,/,/,This item,/,/,item,3.63E-05,def,Sing,3,conc,full,3,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
67,68,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,V,missed,miss,VBN,Part,Tenseless,Simple,Act,1,6.46E-05,/,/,/,/,This item,/,/,item,3.63E-05,def,Sing,3,conc,full,3,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
68,69,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,28,But in my view it is highly significant.,A,significant,significant,JJ,/,Tenseless,Simple,Act,4,0.0001,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
69,70,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,29,"The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.",V,pushed,push,VBN,Part,Past,Simple,Pass,1,2.45E-05,/,had,been,be,The Debaathification Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,10,NNP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,by Ahmad Chalabi and his Iraqi National Congress,by;;by,Ahmad;;Congress,4.07e-06;;7.41e-05,def;;def,Plur,3,/;;/,15.5,NNP;;NNP,proper;;proper,8;;14,/,/,,,,,,,,,,,,,,,,,
70,71,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,29,"The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.",V,pushed,push,VBN,Part,Past,Perf,Act,1,2.45E-05,/,/,had,/,The Debaathification Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,10,NNP,3,many Sunni Arabs,0,/,6.61E-06,Arabs,indef,Plur,3,/,6,NNPS,proper,23,into the arms of the guerrillas,into,arms,6.76E-05,def,Plur,3,org,9,NNS,full,26,/,/,,,,,,,,,,,,,,,,,
71,72,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,30,"Chalabi has been increasingly marginalized within Iraq, however, despite his ties of clientelage with Washington and Tehran.",V,marginalized,marginalize,VBN,Part,Pres,Simple,Pass,4,1.78E-06,/,has,been,be,Chalabi,/,/,Chalabi,1.41E-07,def,Sing,3,/,proper,3,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,within Iraq,within,Iraq,3.47E-05,def,Sing,3,/,4,NNP,proper,7,/,/,,,,,,,,,,,,,,,,,
72,73,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,31,"He is no longer in the dominant Shiite list, the United Iraqi Alliance, and won't have many seats in the new parliament.",N,list,list,NN,/,Tenseless,Simple,Act,1,0.000195,/,/,/,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1,PRP,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
73,74,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,31,"He is no longer in the dominant Shiite list, the United Iraqi Alliance, and won't have many seats in the new parliament.",V,have,have,VB,Inf,Tenseless,Simple,Act,1,0.00501,/,/,wo,/,He,/,/,He,0.0049,def,Sing,3,human,pron,1,PRP,1,many seats in the new parliament,0,/,3.31E-05,seats,indef,Plur,3,loc,9,NNS,full,21,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
74,75,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,32,"Some 2,000 junior officers of the old Baath army have been recalled to duty in recent months, something Chalabi would have blocked if he could have.",V,recalled,recall,VBN,Part,Pres,Simple,Pass,2,1.12E-05,/,have,been,be,"Some 2,000 junior officers of the old Baath army",/,/,officers,7.59E-05,indef,Plur,3,human,full,13,NNS,4,/,0,/,/,/,/,/,/,/,/,/,/,/,to duty,to,duty,6.03E-05,indef,Sing,3,nonconc,3,NN,full,14,/,/,,,,,,,,,,,,,,,,,
75,76,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,32,"Some 2,000 junior officers of the old Baath army have been recalled to duty in recent months, something Chalabi would have blocked if he could have.",V,blocked,block,VBN,Part,Tenseless,Perf,Act,1,2.04E-05,/,would,have,/,Chalabi,/,/,Chalabi,1.41E-07,def,Sing,3,/,proper,3,NNP,20,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
76,77,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,32,"Some 2,000 junior officers of the old Baath army have been recalled to duty in recent months, something Chalabi would have blocked if he could have.",V,have,have,VB,Inf,Tenseless,Simple,Act,1,0.00501,/,/,could,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,25,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
77,78,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,33,Now the Electoral Commission is refusing to punish people for mere past Baath Party membership.,V,refusing,refuse,VBG,Part,Pres,Simple,Act,3,8.51E-06,/,/,is,/,the Electoral Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,8,NNP,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
78,79,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,33,Now the Electoral Commission is refusing to punish people for mere past Baath Party membership.,V,punish,punish,VB,Inf,Tenseless,Simple,Act,2,9.12E-06,/,/,/,/,the Electoral Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,8,NNP,4,people,0,/,0.0017,people,indef,Plur,3,nonconc,2,NNS,full,9,for mere past Baath Party membership,for,membership,2.75E-05,indef,Sing,3,nonconc,10,NN,full,15,/,/,,,,,,,,,,,,,,,,,
79,80,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,34,The situation in Iraq is only going to get better this way.,V,going,go,VBG,Part,Pres,Simple,Act,2,0.000813,/,/,is,/,The situation in Iraq,/,/,situation,0.000148,def,Sing,3,loc,full,8,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
80,81,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,34,The situation in Iraq is only going to get better this way.,V,get,get,VB,Inf,Tenseless,Simple,Act,1,0.00182,/,/,/,/,The situation in Iraq,/,/,situation,0.000148,def,Sing,3,loc,full,8,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
81,82,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,35,"If someone committed a crime against humanity, prosecute the person.",V,committed,commit,VBD,Fin,Past,Simple,Act,3,4.68E-05,/,/,/,/,someone,/,/,someone,0.000389,indef,Sing,3,human,full,2,NN,2,a crime against humanity,0,/,8.51E-05,crime,indef,Sing,3,nonconc,8,NN,full,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
82,83,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,35,"If someone committed a crime against humanity, prosecute the person.",V,prosecute,prosecute,VB,Inf,Tenseless,Simple,Act,3,3.47E-06,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,the person,0,/,0.000363,person,def,Sing,3,human,3,NN,full,11,/,/,/,/,/,/,/,/,/,/,/,/,/,/,unknown,indef,/,2,human,,,,,,,,,,,,
83,84,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,36,"If he or she did not, then they should have all the same rights as other Iraqis.",V,did,do,VBD,Fin,Past,Simple,Act,1,0.000912,/,/,/,/,he or she,/,/,he;;she,0.0049;;0.00174,def;;def,Plur,3,human;;human,pron;;pron,3,PRP;;PRP,2;;4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
84,85,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,36,"If he or she did not, then they should have all the same rights as other Iraqis.",V,have,have,VB,Inf,Tenseless,Simple,Act,1,0.00501,/,/,should,/,they,/,/,they,0.00324,def,Plur,3,/,pron,1,PRP,9,all the same rights as other Iraqis,0,/,0.000158,rights,def,Plur,3,loc,10,NNS,full,15,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
85,86,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,37,Al-Sharq al-Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died.,V,reports,report,VBZ,Fin,Pres,Simple,Act,2,9.12E-05,/,/,/,/,Al - Sharq al - Awsat,/,/,Al,0.000162,def,Sing,3,/,proper,5,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
86,87,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,37,Al-Sharq al-Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died.,V,died,die,VBN,Part,Pres,Perf,Act,1,0.000158,/,/,has,/,a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail,/,/,eyewitness,2.09E-06,indef,Sing,3,human,full,22,NN,11,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
87,88,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,38,A team from the court managed to take his deposition before he died.,V,managed,manage,VBD,Fin,Past,Simple,Act,2,6.03E-05,/,/,/,/,A team from the court,/,/,team,0.000407,indef,Sing,3,org,full,5,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
88,89,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,38,A team from the court managed to take his deposition before he died.,V,take,take,VB,Inf,Tenseless,Simple,Act,1,0.000813,/,/,/,/,A team from the court,/,/,team,0.000407,indef,Sing,3,org,full,5,NN,2,his deposition,0,/,3.72E-06,deposition,indef,Sing,3,conc,5,NN,full,10,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
89,90,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,38,A team from the court managed to take his deposition before he died.,V,died,die,VBD,Fin,Past,Simple,Act,1,0.000158,/,/,/,/,he,/,/,he,0.0049,def,Sing,3,human,pron,1,PRP,12,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
90,91,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,39,The trial begins again Nov.28.,V,begins,begin,VBZ,Fin,Pres,Simple,Act,2,4.27E-05,/,/,/,/,The trial,/,/,trial,7.08E-05,def,Sing,3,nonconc,full,2.5,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,Nov. 28,/,Nov.,1.45E-05,def,Sing,3,/,1,NNP,proper,5,/,/,,,,,,,,,,,,,,,,,
91,92,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,0,"In Baghdad the fighting still continues in several areas, mostly in Sadr city and Adhamiya.",V,continues,continue,VBZ,Fin,Pres,Simple,Act,3,6.46E-05,/,/,/,/,the fighting,/,/,fighting,7.76E-05,def,Sing,3,nonconc,full,3,NN,4,/,0,/,/,/,/,/,/,/,/,/,/,/,In Baghdad,In,Baghdad,5.37E-06,def,Sing,3,/,3,NNP,proper,2,/,/,,,,,,,,,,,,,,,,,
92,93,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,1,"Baghdadis don't venture much out of their neighbourhoods any more, you never know where you might get stuck.",V,venture,venture,VB,Inf,Pres,Simple,Act,2,1.78E-05,/,/,do,/,Baghdadis,/,/,Baghdadis,0,indef,Plur,3,/,proper,3,NNPS,1,/,0,/,/,/,/,/,/,/,/,/,/,/,out of their neighbourhoods,out,neighbourhoods,2.63E-06,indef,Plur,3,loc,6,NNS,full,9,/,/,,,,,,,,,,,,,,,,,
93,94,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,1,"Baghdadis don't venture much out of their neighbourhoods any more, you never know where you might get stuck.",V,know,know,VBP,Fin,Pres,Simple,Act,1,0.00129,/,/,/,/,you,/,/,you,0.00977,def,/,2,human,pron,1,PRP,13,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
94,95,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,1,"Baghdadis don't venture much out of their neighbourhoods any more, you never know where you might get stuck.",V,get,get,VB,Inf,Tenseless,Simple,Act,1,0.00182,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
95,96,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,2,There has been talk that the night curfew might be implemented again.,V,been,be,VBN,Part,Pres,Perf,Act,1,0.00191,/,/,has,/,talk that the night curfew might be implemented again .,/,/,talk,0.000251,indef,Sing,3,nonconc,full,14,NN,4,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
96,97,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,2,There has been talk that the night curfew might be implemented again.,V,implemented,implement,VBN,Part,Tenseless,Simple,Act,4,1.62E-05,/,might,be,/,the night curfew,/,/,curfew,2.14E-06,def,Sing,3,nonconc,full,4,NN,8,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,,,,,,,,,,,,,,,,,
97,98,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,3,"My neighbourhood has been surrounded by American troops for three days now, helicopters have been circling over our heads non-stop.",V,surrounded,surround,VBN,Part,Pres,Simple,Pass,3,2.45E-05,/,has,been,be,My neighbourhood,/,/,neighbourhood,1.02E-05,indef,Sing,3,loc,full,4,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,by American troops,by,troops,5.13E-05,indef,Plur,3,org,6,NNS,full,8,/,/,,,,,,,,,,,,,,,,,
98,99,weblog-blogspot.com_healingiraq_20040409053012_ENG_20040409_053012,3,"My neighbourhood has been surrounded by American troops for three days now, helicopters have been circling over our heads non-stop.",V,circling,circle,VBG,Part,Pres,Simple,Act,2.5,2.04E-06,/,have,been,/,helicopters,/,/,helicopters,6.46E-06,indef,Plur,3,vehicle,full,4,NNS,14,/,0,/,/,/,/,/,/,/,/,/,/,/,over our heads,over,heads,5.01E-05,indef,Plur,3,human,4.333333333,NNS,full,20,/,/,,,,,,,,,,,,,,,,,
