,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10
39,39,40,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,16,"In Baghdad Kadhim Talal Husain, assistant dean at the School of Education at Mustansiriyah University, was assassinated with his driver in the Salikh district.","In Baghdad Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University , was assassinated with his driver in the Salikh district .",V,assassinated,assassinate,VBN,Part,Past,Simple,Pass,5.0,2.82e-06,Fin,/,/,was,be,"Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University",/,/,Kadhim,4.57e-08,def,Sing,3,/,proper,29,NNP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,In Baghdad,In,Baghdad,5.37e-06,def,Sing,3,loc,3.0,NNP,proper,2,with his driver,in the Salikh district,22,26,/,/,/,16,/,/,Pass,Act,Act,Act,Act,Act,Pass,Pass,Act,Act
40,40,41,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,17,"Guerrillas killed an engineer, Asi Ali, from Tikrit.","Guerrillas killed an engineer , Asi Ali , from Tikrit .",V,killed,kill,VBD,Fin,Past,Simple,Act,1.0,0.000155,Fin,/,/,/,/,Guerrillas,/,/,Guerrillas,1.66e-06,indef,Plur,3,human,full,3.0,NNS,1,"an engineer , Asi Ali , from Tikrit",0,/,2.45e-05,engineer,indef,Sing,3,human,11,NN,full,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,3,/,/,/,/,Pass,Pass,Act,Act,Act,Act,Act,Pass,Pass,Act
41,41,42,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,18,"They also killed Shaikh Hamid 'Akkab, a clan elder of a branch of the Dulaim tribe in Tikrit.","They also killed Shaikh Hamid 'Akkab , a clan elder of a branch of the Dulaim tribe in Tikrit .",V,killed,kill,VBD,Fin,Past,Simple,Act,1.0,0.000155,Fin,/,/,/,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1.0,PRP,1,"Shaikh Hamid 'Akkab , a clan elder of a branch of the Dulaim tribe",0,/,5.37e-07,Shaikh,def,Sing,3,human,17,NNP,proper,4,in Tikrit,in,Tikrit,5.89e-07,def,Sing,3,loc,3,NNP,proper,19,/,/,/,/,/,3,/,/,/,/,Act,Pass,Pass,Act,Act,Act,Act,Act,Pass,Pass
42,42,43,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,19,His mother was also killed in the attack.,His mother was also killed in the attack .,V,killed,kill,VBN,Part,Past,Simple,Pass,1.0,0.000155,Fin,/,/,was,be,His mother,/,/,mother,0.000191,indef,Sing,3,human,full,3.0,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,in the attack,in,attack,0.000117,def,Sing,3,conc,4.0,NN,full,8,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,Pass
43,43,44,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,20,Two other Dulaim leaders have been killed in the past week and a half.,Two other Dulaim leaders have been killed in the past week and a half .,V,killed,kill,VBN,Part,Pres,Perf,Pass,1.0,0.000155,Fin,/,have,been,have,Two other Dulaim leaders,/,/,leaders,7.08e-05,indef,Plur,3,human,full,7,NNS,4,/,0,/,/,/,/,/,/,/,/,/,/,/,in the past week and a half,in,week,0.000324,def,Sing,3,nonconc,7.0,NN,full,11,/,/,/,/,/,21,/,/,/,/,Pass,Act,Act,Pass,Pass,Act,Act,Act,Act,Act
44,44,45,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.","Guerrillas near Hawijah launched an attack that left 6 dead , including 4 Iraqi soldiers .",V,launched,launch,VBD,Fin,Past,Simple,Act,1.0,4.57e-05,Fin,/,/,/,/,Guerrillas near Hawijah,/,/,Guerrillas,1.66e-06,indef,Plur,3,human,full,7,NNS,1,"an attack that left 6 dead , including 4 Iraqi soldiers",0,/,0.000117,attack,indef,Sing,3,conc,14,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,3,/,/,/,/,Pass,Pass,Act,Act,Pass,Pass,Act,Act,Act,Act
45,45,46,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.","an attack that left 6 dead , including 4 Iraqi soldiers",V,left,leave,VBD,Fin,Past,Simple,Act,1.0,0.00042699999999999997,Fin,/,/,/,/,that,"an attack that left 6 dead , including 4 Iraqi soldiers",/,that,0.0105,def,Sing,3,conc,wh,1.0,WDT,/,6 including 4 Iraqi soldiers,0,/,0.000407,6,indef,Plur,3,nonconc,8,CD,num,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Pass,Pass,Act,Act,Pass,Pass,Act,Act,Act
46,46,47,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.",including,V,including,include,VBG,Ger,Tenseless,Prog,Act,3.0,0.00034700000000000003,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Pass,Pass,Act,Act
47,47,48,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,22,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison.,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison .,N,Jubur,Jubur,NNP,/,Tenseless,Simple,Act,2.0,0.0,Nonfin,/,/,/,/,One of them,/,/,them,0.00155,def,Plur,3,/,pron,3.0,PRP,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,3,/,/,/,/,Act,Act,Act,Pass,Pass,Act,Act,Pass,Pass,Act
48,48,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,22,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison.,One of them and was deputy commander of the Hawijah garrison,N,commander,commander,NN,/,Tenseless,Simple,Act,3.0,3.3100000000000005e-05,Nonfin,/,/,/,/,One of them,/,/,them,0.00155,def,Plur,3,/,pron,3.0,PRP,3,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,3,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Act,Act,Pass,Pass
49,49,50,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.","Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday , protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms .",V,demonstrated,demonstrate,VBD,Fin,Past,Simple,Act,4.0,2.0399999999999998e-05,Fin,/,/,/,/,Two hundred members of the Batawi clan of the Dulaim,/,/,members,0.000245,indef,Plur,3,NMA!,full,15,NNS,3,/,0,/,/,/,/,/,/,/,/,/,/,/,in Baghdad,in,Baghdad,5.37e-06,def,Sing,3,loc,3.0,NNP,proper,13,on Friday,/,15,/,/,17,/,16,22,/,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,Pass
50,50,51,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.","protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms",V,protesting,protest,VBG,Ger,Tenseless,Prog,Act,3.0,3.98e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms",0,/,7.24e-05,killing,def,Sing,3,nonconc,30,NN,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Pass,Act,Act
51,51,52,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.",wearing Iraqi army uniforms,V,wearing,wear,VBG,Ger,Tenseless,Prog,Act,2.0,6.61e-05,Nonfin,/,/,/,/,by gunmen,/,/,gunmen,1.95e-06,indef,Plur,3,human,full,3.0,NNS,35,Iraqi army uniforms,0,/,7.08e-06,uniforms,indef,Plur,3,conc,8.0,NNS,full,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Pass,Act
52,52,53,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)","( This is a largely Sunni Arab clan , and some Sunni observers have accused Shiite elements in the government of being behind the assassination ; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections . )",N,clan,clan,NN,/,Tenseless,Simple,Act,1.0,1.05e-05,Nonfin,/,/,/,/,This,/,/,This,0.00631,indef,Sing,3,/,det,1.0,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,17,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Pass
53,53,54,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",", and some Sunni observers have accused Shiite elements in the government of being behind the assassination",V,accused,accuse,VBN,Part,Pres,Perf,Act,2.0,3.39e-05,Fin,/,/,have,/,some Sunni observers,/,/,observers,8.51e-06,indef,Plur,3,human,full,6.0,NNS,13,Shiite elements in the government,0,/,6.03e-05,elements,indef,Plur,3,loc,10.0,NNS,full,17,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass
54,54,55,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",of being behind the assassination,N,assassination,assassination,NN,/,Tenseless,Simple,Act,5.0,7.24e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
55,55,56,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections,N,work,work,NN,/,Tenseless,Simple,Act,1.0,0.000891,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
56,56,57,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",punishing the Batawi leaders for cooperating with the Dec. 15 elections,V,punishing,punish,VBG,Ger,Tenseless,Prog,Act,3.0,3.16e-06,Nonfin,/,/,/,/,of Sunni Arab guerrillas,/,/,guerrillas,1.66e-06,indef,Plur,3,human,full,8.0,NNS,36,the Batawi leaders for cooperating with the Dec. 15 elections,0,/,0.0,Batawi,def,Sing,3,org,17,NNP,proper,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,14,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
57,57,58,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",for cooperating with the Dec. 15 elections,V,cooperating,cooperate,VBG,Ger,Tenseless,Prog,Act,5.0,2.45e-06,Nonfin,/,/,/,/,the Batawi leaders,/,/,Batawi,0.0,def,Sing,3,org,proper,6,NNP,39,/,0,/,/,/,/,/,/,/,/,/,/,/,with the Dec. 15 elections,with,elections,5.89e-05,def,Plur,3,nonconc,6,NNS,full,47,/,/,/,/,/,14,/,0,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
58,58,59,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,denied,deny,VBD,Fin,Past,Simple,Act,2.0,2.45e-05,Fin,/,/,/,/,The Iraqi High Electoral Commission,/,/,Commission,8.91e-05,def,Sing,3,org,proper,12.0,NNP,9,a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,0,/,4.9e-05,request,indef,Sing,3,nonconc,67,NN,full,14,on Friday,on,Friday,9.55e-05,def,Sing,3,/,3.0,NNP,proper,11,/,/,/,/,/,/,/,22,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
59,59,60,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,exclude,exclude,VB,Inf,Tenseless,Simple,Act,2.0,6.03e-06,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,51 individuals,0,/,6.76e-05,individuals,indef,Plur,3,human,4,NNS,full,22,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
60,60,61,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,running,run,VBG,Ger,Tenseless,Prog,Act,2.0,0.000151,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,on party lists in the Dec. 15 elections,on,lists,2.51e-05,indef,Plur,3,nonconc,10,NNS,full,27,on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,/,34,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
61,61,62,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,A,involved,involved,JJ,/,Tenseless,Perf,Act,2.0,0.000138,Nonfin,/,/,having,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
62,62,63,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,to warrant their being excluded from civil office,V,warrant,warrant,VB,Inf,Tenseless,Simple,Act,2.0,1.66e-05,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
63,63,64,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,their being excluded from civil office,V,excluded,exclude,VBN,Part,Tenseless,Prog,Pass,3.0,1.0199999999999999e-05,Nonfin,/,/,being,be,their,/,/,their,0.00219,indef,Plur,3,/,NMA!,1.0,PRP$,45,/,0,/,/,/,/,/,/,/,/,/,/,/,from civil office,from,office,0.000234,indef,Sing,3,org,5.0,NN,full,50,/,/,/,/,/,27,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act
64,64,65,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,The Commission said it had no legal grounds for such an exclusion .,V,said,say,VBD,Fin,Past,Simple,Act,1.0,0.0009119999999999999,Fin,/,/,/,/,The Commission,/,/,Commission,8.91e-05,def,Sing,3,org,full,4.0,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,6,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act
65,65,66,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,it had no legal grounds for such an exclusion,V,had,have,VBD,Fin,Past,Simple,Act,1.0,0.0021899999999999997,Fin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,4,no legal grounds for such an exclusion,0,/,3.16e-05,grounds,indef,Plur,3,loc,10.0,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,6,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act
66,66,67,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,This item is a small one and easily missed .,N,one,one,NN,/,Tenseless,Simple,Act,1.0,0.00302,Nonfin,/,/,/,/,This item,/,/,item,3.63e-05,def,Sing,3,conc,full,3.0,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,6,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act
67,67,68,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,This item and easily missed,V,missed,miss,VBN,Part,Tenseless,Simple,Pass,1.0,6.459999999999998e-05,Fin,/,/,/,/,This item,/,/,item,3.63e-05,def,Sing,3,conc,full,3.0,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,6,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act
68,68,69,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,28,But in my view it is highly significant.,But in my view it is highly significant .,A,significant,significant,JJ,/,Tenseless,Simple,Act,4.0,0.0001,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1.0,PRP,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,6,/,/,/,/,Pass,Act,Act,Act,Pass,Act,Act,Act,Act,Act
69,69,70,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,29,"The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.","The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard , and had pushed many Sunni Arabs into the arms of the guerrillas .",V,pushed,push,VBN,Part,Past,Perf,Pass,1.0,2.45e-05,Fin,/,had,been,have,The Debaathification Commission,/,/,Commission,8.91e-05,def,Sing,3,org,proper,10,NNP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,by Ahmad Chalabi and his Iraqi National Congress,by;;by,Ahmad;;Congress,4.07e-06;;7.41e-05,def;;def,Plur,3,human;;org,15.5,NNP;;NNP,proper;;proper,8;;14,and his Iraqi National Congress,/,14,/,/,6,/,/,/,/,Act,Pass,Act,Act,Act,Pass,Act,Act,Act,Act
70,70,71,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,29,"The Debaathification Commission had been pushed by Ahmad Chalabi and his Iraqi National Congress very hard, and had pushed many Sunni Arabs into the arms of the guerrillas.","The Debaathification Commission , and had pushed many Sunni Arabs into the arms of the guerrillas",V,pushed,push,VBN,Part,Past,Perf,Act,1.0,2.45e-05,Fin,/,/,had,/,The Debaathification Commission,/,/,Commission,8.91e-05,def,Sing,3,org,proper,10,NNP,3,many Sunni Arabs,0,/,6.61e-06,Arabs,indef,Plur,3,org,6.0,NNPS,proper,23,into the arms of the guerrillas,into,arms,6.76e-05,def,Plur,3,org,9.0,NNS,full,26,/,/,/,/,/,6,/,/,/,/,Pass,Act,Pass,Act,Act,Act,Pass,Act,Act,Act
71,71,72,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,30,"Chalabi has been increasingly marginalized within Iraq, however, despite his ties of clientelage with Washington and Tehran.","Chalabi has been increasingly marginalized within Iraq , however , despite his ties of clientelage with Washington and Tehran .",V,marginalized,marginalize,VBN,Part,Pres,Perf,Pass,4.0,1.78e-06,Fin,/,has,been,have,Chalabi,/,/,Chalabi,1.41e-07,def,Sing,3,human,proper,3.0,NNP,1,/,0,/,/,/,/,/,/,/,/,/,/,/,within Iraq,within,Iraq,3.47e-05,def,Sing,3,loc,4.0,NNP,proper,7,despite his ties of clientelage with Washington and Tehran,/,13,/,/,18,/,20,/,/,Act,Pass,Act,Pass,Act,Act,Act,Pass,Act,Act
