X1,Unnamed: 0,ClauseID,Doc,SentID,SentForm,ClauseForm,PredType,PredForm,PredLemma,PredMorph,VMorphForm,PredTense,PredAspect,Voice,PredSylCo,PredFreq,PredFin,Aux3,Aux2,Aux1,PassAux,OvertSubj,CovertSubj,SubjRef,SubjHead,SubjFreq,SubjDef,SubjNum,SubjPers,SubjAnim,SubjSynType,SubjSylCo,SubjMorph,SubjPosID,OvertObj,OvertIObj,CovertObj,ObjFreq,ObjHead,ObjDef,ObjNum,ObjPers,ObjAnim,ObjSylCo,ObjMorph,ObjSynType,ObjPosID,OvertObl,OblCase,OblHead,OblFreq,OblDef,OblNum,OblPers,OblAnim,OblSylCo,OblMorph,OblSynType,OblPosID,Obl2,Obl3,Obl2PosID,Obl3PosID,NonAlternable,SubjChain,ObjChain,OblChain,Obl2Chain,Obl3Chain,PrevVoice1,PrevVoice2,PrevVoice3,PrevVoice4,PrevVoice5,PrevVoice6,PrevVoice7,PrevVoice8,PrevVoice9,PrevVoice10,X81,X82,X83,X84,X85,X86,X87,X88,X89,AgentDesc,AgentDef,AgentNum,AgentPers,AgentAnim
35,35,36,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,14,"(Kut is in southeastern Iraq and has an overwhelmingly Shiite population, who are on the lookout for Baathist saboteurs and willingly turn them in.","an overwhelmingly Shiite population , who are on the lookout for Baathist saboteurs and willingly turn them in",N,lookout,lookout,NN,/,Tenseless,Simple,Act,2,3.63e-6,Nonfin,/,/,/,/,who,/,/,who,0.00224,indef,/,3,org,wh,1,WP,14,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,36,37,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,14,"(Kut is in southeastern Iraq and has an overwhelmingly Shiite population, who are on the lookout for Baathist saboteurs and willingly turn them in.","an overwhelmingly Shiite population , who are on the lookout for Baathist saboteurs and willingly turn them in",V,turn in,turn in,VBP,Fin,Pres,Simple,Act,1,2.16e-4,Fin,/,/,/,/,who,/,/,who,0.00224,indef,/,3,org,wh,1,WP,14,them,0,/,0.00155,them,def,Plur,3,/,1,PRP,pron,25,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,11,/,/,/,Act,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,37,38,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,15,This willingness is the main difference in the number of bombings in the south as opposed to the center-north of the country.),This willingness is the main difference in the number of bombings in the south as opposed to the center - north of the country . ),N,difference,difference,NN,/,Tenseless,Simple,Act,2.5,1.02e-4,Nonfin,/,/,/,/,This willingness,/,/,willingness,7.94E-06,def,Sing,3,nonconc,full,4,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,38,39,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,15,This willingness is the main difference in the number of bombings in the south as opposed to the center-north of the country.),opposed,V,opposed,oppose,VBN,Part,Tenseless,Simple,Pass,2,3.63e-5,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,39,40,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,16,"In Baghdad Kadhim Talal Husain, assistant dean at the School of Education at Mustansiriyah University, was assassinated with his driver in the Salikh district.","In Baghdad Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University , was assassinated with his driver in the Salikh district .",V,assassinated,assassinate,VBN,Part,Past,Simple,Pass,5,2.82e-6,Fin,/,/,was,be,"Kadhim Talal Husain , assistant dean at the School of Education at Mustansiriyah University",/,/,Kadhim,4.57E-08,def,Sing,3,/,proper,29,NNP,3,/,0,/,/,/,/,/,/,/,/,/,/,/,In Baghdad,In,Baghdad,5.37E-06,def,Sing,3,/,3,NNP,proper,2,with his driver,in the Salikh district,22,26,NA,/,/,16,/,/,Pass,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,guerillas,indef,Plur,3,human
40,40,41,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,17,"Guerrillas killed an engineer, Asi Ali, from Tikrit.","Guerrillas killed an engineer , Asi Ali , from Tikrit .",V,killed,kill,VBD,Fin,Past,Simple,Act,1,1.55e-4,Fin,/,/,/,/,Guerrillas,/,/,Guerrillas,1.66E-06,indef,Plur,3,human,full,3,NNS,1,"an engineer , Asi Ali , from Tikrit",0,/,2.45E-05,engineer,indef,Sing,3,human,11,NN,full,4,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,3,/,/,/,/,Pass,Pass,Act,Act,Act,Act,Act,Pass,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,41,42,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,18,"They also killed Shaikh Hamid 'Akkab, a clan elder of a branch of the Dulaim tribe in Tikrit.","They also killed Shaikh Hamid 'Akkab , a clan elder of a branch of the Dulaim tribe in Tikrit .",V,killed,kill,VBD,Fin,Past,Simple,Act,1,1.55e-4,Fin,/,/,/,/,They,/,/,They,0.00324,def,Plur,3,/,pron,1,PRP,1,"Shaikh Hamid 'Akkab , a clan elder of a branch of the Dulaim tribe",0,/,5.37E-07,Shaikh,def,Sing,3,/,17,NNP,proper,4,in Tikrit,in,Tikrit,5.89E-07,def,Sing,3,/,3,NNP,proper,19,/,/,/,/,NA,3,/,/,/,/,Act,Pass,Pass,Act,Act,Act,Act,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,42,43,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,19,His mother was also killed in the attack.,His mother was also killed in the attack .,V,killed,kill,VBN,Part,Past,Simple,Pass,1,1.55e-4,Fin,/,/,was,be,His mother,/,/,mother,0.000191,indef,Sing,3,human,full,3,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,in the attack,in,attack,0.000117,def,Sing,3,conc,4,NN,full,8,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,guerillas,indef,Plur,3,human
43,43,44,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,20,Two other Dulaim leaders have been killed in the past week and a half.,Two other Dulaim leaders have been killed in the past week and a half .,V,killed,kill,VBN,Part,Pres,Simple,Pass,1,1.55e-4,Fin,/,have,been,be,Two other Dulaim leaders,/,/,leaders,7.08E-05,indef,Plur,3,human,full,7,NNS,4,/,0,/,/,/,/,/,/,/,/,/,/,/,in the past week and a half,in,week,0.000324,def,Sing,3,nonconc,7,NN,full,11,/,/,/,/,NA,21,/,/,/,/,Pass,Act,Act,Pass,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,guerillas,indef,Plur,3,human
44,44,45,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.","Guerrillas near Hawijah launched an attack that left 6 dead , including 4 Iraqi soldiers .",V,launched,launch,VBD,Fin,Past,Simple,Act,1,4.57e-5,Fin,/,/,/,/,Guerrillas near Hawijah,/,/,Guerrillas,1.66E-06,indef,Plur,3,human,full,7,NNS,1,"an attack that left 6 dead , including 4 Iraqi soldiers",0,/,0.000117,attack,indef,Sing,3,conc,14,NN,full,6,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,3,/,/,/,/,Pass,Pass,Act,Act,Pass,Pass,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,45,46,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.","an attack that left 6 dead , including 4 Iraqi soldiers",V,left,leave,VBD,Fin,Past,Simple,Act,1,4.27e-4,Fin,/,/,/,/,that,/,/,that,0.0105,indef,/,3,/,wh,1,WDT,7,6 including 4 Iraqi soldiers,0,/,0.000407,6,indef,Plur,3,nonconc,8,CD,num,9,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Pass,Pass,Act,Act,Pass,Pass,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,46,47,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,21,"Guerrillas near Hawijah launched an attack that left 6 dead, including 4 Iraqi soldiers.",including,V,including,include,VBG,Ger,Tenseless,Prog,Act,3,3.47e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Pass,Pass,Act,Act,Pass,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,47,48,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,22,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison.,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison .,N,Jubur,Jubur,NNP,/,Tenseless,Simple,Act,2,0,Nonfin,/,/,/,/,One of them,/,/,One,0.00302,indef,Sing,3,nonconc,num,3,CD,1,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Pass,Act,Act,Pass,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,48,49,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,22,One of them was from the Jubur tribe and was deputy commander of the Hawijah garrison.,One of them and was deputy commander of the Hawijah garrison,N,commander,commander,NN,/,Tenseless,Simple,Act,3,3.31e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Pass,Pass,Act,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,49,50,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.","Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday , protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms .",V,demonstrated,demonstrate,VBD,Fin,Past,Simple,Act,4,2.04e-5,Fin,/,/,/,/,Two hundred members of the Batawi clan of the Dulaim,/,/,members,0.000245,indef,Plur,3,NMA!,full,15,NNS,3,/,0,/,/,/,/,/,/,/,/,/,/,/,in Baghdad,in,Baghdad,5.37E-06,def,Sing,3,/,3,NNP,proper,13,on Friday,/,15,/,NA,17,/,16,22,/,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,50,51,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.","protesting the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms",V,protesting,protest,VBG,Ger,Tenseless,Prog,Act,3,3.98e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,"the killing of their clan elder , Shaikh Kadhim Sarhid and 4 of his sons , by gunmen wearing Iraqi army uniforms",0,/,7.24E-05,killing,def,Sing,3,nonconc,30,NN,full,19,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Pass,Pass,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,Members of the Batawi clan,indef,Plur,3,human
51,51,52,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,23,"Two hundred members of the Batawi clan of the Dulaim demonstrated in Baghdad on Friday, protesting the killing of their clan elder, Shaikh Kadhim Sarhid and 4 of his sons, by gunmen wearing Iraqi army uniforms.",wearing Iraqi army uniforms,V,wearing,wear,VBG,Ger,Tenseless,Prog,Act,2,6.61e-5,Nonfin,/,/,/,/,by gunmen,/,/,gunmen,1.95E-06,indef,Plur,3,human,full,3,NNS,35,Iraqi army uniforms,0,/,7.08E-06,uniforms,indef,Plur,3,conc,8,NNS,full,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Pass,Pass,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,52,53,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)","( This is a largely Sunni Arab clan , and some Sunni observers have accused Shiite elements in the government of being behind the assassination ; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections . )",N,clan,clan,NN,/,Tenseless,Simple,Act,1,1.05e-5,Nonfin,/,/,/,/,This,/,/,This,0.00631,indef,Sing,3,/,det,1,DT,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,17,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Pass,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,53,54,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",", and some Sunni observers have accused Shiite elements in the government of being behind the assassination",V,accused,accuse,VBN,Part,Pres,Perf,Act,2,3.39e-5,Fin,/,/,have,/,some Sunni observers,/,/,observers,8.51E-06,indef,Plur,3,human,full,6,NNS,13,Shiite elements in the government,0,/,6.03E-05,elements,indef,Plur,3,loc,10,NNS,full,17,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Pass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,54,55,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",of being behind the assassination,N,assassination,assassination,NN,/,Tenseless,Simple,Act,5,7.24e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,55,56,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections,N,work,work,NN,/,Tenseless,Simple,Act,1,8.91e-4,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,27,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,56,57,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",punishing the Batawi leaders for cooperating with the Dec. 15 elections,V,punishing,punish,VBG,Ger,Tenseless,Prog,Act,3,3.16e-6,Nonfin,/,/,/,/,of Sunni Arab guerrillas,/,/,guerrillas,1.66E-06,indef,Plur,3,human,full,8,NNS,36,the Batawi leaders for cooperating with the Dec. 15 elections,0,/,0,Batawi,def,Sing,3,/,17,NNP,proper,39,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,14,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,57,58,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,24,"(This is a largely Sunni Arab clan, and some Sunni observers have accused Shiite elements in the government of being behind the assassination; it is more likely the work of Sunni Arab guerrillas punishing the Batawi leaders for cooperating with the Dec. 15 elections.)",for cooperating with the Dec. 15 elections,V,cooperating,cooperate,VBG,Ger,Tenseless,Prog,Act,5,2.45e-6,Nonfin,/,/,/,/,the Batawi leaders,/,/,Batawi,0,def,Sing,3,/,proper,6,NNP,39,/,0,/,/,/,/,/,/,/,/,/,/,/,with the Dec. 15 elections,with,elections,5.89E-05,def,Plur,3,nonconc,6,NNS,full,47,/,/,/,/,NA,14,/,0,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,58,59,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,denied,deny,VBD,Fin,Past,Simple,Act,2,2.45e-5,Fin,/,/,/,/,The Iraqi High Electoral Commission,/,/,Commission,8.91E-05,def,Sing,3,/,proper,12,NNP,9,a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,0,/,4.90E-05,request,indef,Sing,3,nonconc,67,NN,full,14,on Friday,on,Friday,9.55E-05,def,Sing,3,/,3,NNP,proper,11,/,/,/,/,NA,/,/,22,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,59,60,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,exclude,exclude,VB,Inf,Tenseless,Simple,Act,2,6.03e-6,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,51 individuals,0,/,6.76E-05,individuals,indef,Plur,3,human,4,NNS,full,22,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,TRUE,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,Iraqi High Electoral Commission,def,Sing,3,org
60,60,61,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,V,running,run,VBG,Ger,Tenseless,Prog,Act,2,1.51e-4,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,on party lists in the Dec. 15 elections,on,lists,2.51E-05,indef,Plur,3,nonconc,10,NNS,full,27,on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,/,34,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,61,62,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,of having been sufficiently involved in Baath activities to warrant their being excluded from civil office,A,involved,involved,JJ,/,Tenseless,Perf,Act,2,1.38e-4,Nonfin,/,/,having,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,62,63,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,to warrant their being excluded from civil office,V,warrant,warrant,VB,Inf,Tenseless,Simple,Act,2,1.66e-5,Nonfin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,63,64,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,25,Al-Zaman : The Iraqi High Electoral Commission on Friday denied a request of the Debaathification Commission to exclude 51 individuals from running on party lists in the Dec. 15 elections on grounds of having been sufficiently involved in Baath activities to warrant their being excluded from civil office.,their being excluded from civil office,V,excluded,exclude,VBN,Part,Tenseless,Prog,Pass,3,1.02e-5,Nonfin,/,/,being,be,their,/,/,their,0.00219,indef,Plur,3,/,NMA!,1,PRP$,45,/,0,/,/,/,/,/,/,/,/,/,/,/,from civil office,from,office,0.000234,indef,Sing,3,org,5,NN,full,50,/,/,/,/,NA,27,/,/,/,/,Act,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,The Iraqi High Electoral Commission,def,Sing,3,org
64,64,65,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,The Commission said it had no legal grounds for such an exclusion .,V,said,say,VBD,Fin,Past,Simple,Act,1,9.12e-4,Fin,/,/,/,/,The Commission,/,/,Commission,8.91E-05,def,Sing,3,org,full,4,NN,2,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,6,/,/,/,/,Pass,Act,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,65,66,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,26,The Commission said it had no legal grounds for such an exclusion.,it had no legal grounds for such an exclusion,V,had,have,VBD,Fin,Past,Simple,Act,1,0.00219,Fin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,4,no legal grounds for such an exclusion,0,/,3.16E-05,grounds,indef,Plur,3,loc,10,NNS,full,8,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,6,/,/,/,/,Act,Pass,Act,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,66,67,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,This item is a small one and easily missed .,N,one,one,NN,/,Tenseless,Simple,Act,1,0.00302,Nonfin,/,/,/,/,This item,/,/,item,3.63E-05,def,Sing,3,conc,full,3,NN,2,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,6,/,/,/,/,Act,Act,Pass,Act,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,67,68,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,27,This item is a small one and easily missed.,This item and easily missed,V,missed,miss,VBN,Part,Tenseless,Simple,Pass,1,6.46e-5,Fin,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,0,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,/,/,/,/,/,Act,Act,Act,Pass,Act,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,68,69,weblog-juancole.com_juancole_20051126063000_ENG_20051126_063000,28,But in my view it is highly significant.,But in my view it is highly significant .,A,significant,significant,JJ,/,Tenseless,Simple,Act,4,1e-4,Nonfin,/,/,/,/,it,/,/,it,0.00912,def,Sing,3,nonconc,pron,1,PRP,5,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,/,NA,6,/,/,/,/,Pass,Act,Act,Act,Pass,Act,Act,Act,Act,Act,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
